session_uid,package,source_run,session_id,artifact_dir,frida_trace_path,agent_log_path,faithfulness_verdict,judge_version,inclusion_status,inclusion_reason,quality_tag,meaningful_event_count,coverage_gap,human_label,notes
at.bitfire.davdroid__bulk_llm_benign_v6__635f2031ec56_llm_s1,at.bitfire.davdroid,bulk_llm_benign_v6,635f2031ec56_llm_s1,logs/bulk_llm_benign_v6/635f2031ec56_at.bitfire.davdroid/dynamic/llm/session_1,logs/bulk_llm_benign_v6/635f2031ec56_at.bitfire.davdroid/dynamic/llm/session_1/at.bitfire.davdroid_frida.jsonl,logs/bulk_llm_benign_v6/635f2031ec56_at.bitfire.davdroid/dynamic/llm/session_1/at.bitfire.davdroid_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,269,Core flows from expected use largely touched; residual: Interact with discovered UI: View,,flailing: mechanical_majority: 64/65 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash 03774dbccfc8… on 65/65 steps (100%); named_functional_taps=0
at.h4x.amsprung__bulk_llm_benign_v6__264fd458f128_llm_s1,at.h4x.amsprung,bulk_llm_benign_v6,264fd458f128_llm_s1,logs/bulk_llm_benign_v6/264fd458f128_at.h4x.amsprung/dynamic/llm/session_1,logs/bulk_llm_benign_v6/264fd458f128_at.h4x.amsprung/dynamic/llm/session_1/at.h4x.amsprung_frida.jsonl,logs/bulk_llm_benign_v6/264fd458f128_at.h4x.amsprung/dynamic/llm/session_1/at.h4x.amsprung_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,0,deeper planned goals beyond early steps (8 planned),,
at.jclehner.rxdroid__bulk_llm_benign_v6__e8b32f0b1998_llm_s1,at.jclehner.rxdroid,bulk_llm_benign_v6,e8b32f0b1998_llm_s1,logs/bulk_llm_benign_v6/e8b32f0b1998_at.jclehner.rxdroid/dynamic/llm/session_1,logs/bulk_llm_benign_v6/e8b32f0b1998_at.jclehner.rxdroid/dynamic/llm/session_1/at.jclehner.rxdroid_frida.jsonl,logs/bulk_llm_benign_v6/e8b32f0b1998_at.jclehner.rxdroid/dynamic/llm/session_1/at.jclehner.rxdroid_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,607,"Core flows from expected use largely touched; residual: Interact with discovered UI: OK button1 Button · CANCEL button2 Button · RxDroid

© 2011– · OK btn_save Button · Restore",,
at.krixec.rosary__bulk_llm_benign_v6__0aa2f66ad4bc_llm_s1,at.krixec.rosary,bulk_llm_benign_v6,0aa2f66ad4bc_llm_s1,logs/bulk_llm_benign_v6/0aa2f66ad4bc_at.krixec.rosary/dynamic/llm/session_1,logs/bulk_llm_benign_v6/0aa2f66ad4bc_at.krixec.rosary/dynamic/llm/session_1/at.krixec.rosary_frida.jsonl,logs/bulk_llm_benign_v6/0aa2f66ad4bc_at.krixec.rosary/dynamic/llm/session_1/at.krixec.rosary_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,2,Core flows from expected use largely touched; residual: Interact with discovered UI: Button · Button,,flailing: mechanical_majority: 65/66 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash 3d01aa7d2eba… on 66/66 steps (100%); named_functional_taps=0
at.linuxtage.Eventfahrplan__bulk_llm_benign_v6__84bca8b5903c_llm_s1,at.linuxtage.Eventfahrplan,bulk_llm_benign_v6,84bca8b5903c_llm_s1,logs/bulk_llm_benign_v6/84bca8b5903c_at.linuxtage.Eventfahrplan/dynamic/llm/session_1,logs/bulk_llm_benign_v6/84bca8b5903c_at.linuxtage.Eventfahrplan/dynamic/llm/session_1/at.linuxtage.Eventfahrplan_frida.jsonl,logs/bulk_llm_benign_v6/84bca8b5903c_at.linuxtage.Eventfahrplan/dynamic/llm/session_1/at.linuxtage.Eventfahrplan_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,50,deeper planned goals beyond early steps (6 planned),,
at.manuelbichler.octalsuntime__bulk_llm_benign_v6__fe47baf78790_llm_s1,at.manuelbichler.octalsuntime,bulk_llm_benign_v6,fe47baf78790_llm_s1,logs/bulk_llm_benign_v6/fe47baf78790_at.manuelbichler.octalsuntime/dynamic/llm/session_1,logs/bulk_llm_benign_v6/fe47baf78790_at.manuelbichler.octalsuntime/dynamic/llm/session_1/at.manuelbichler.octalsuntime_frida.jsonl,logs/bulk_llm_benign_v6/fe47baf78790_at.manuelbichler.octalsuntime/dynamic/llm/session_1/at.manuelbichler.octalsuntime_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,68,Core flows from expected use largely touched; residual: Interact with discovered UI: Manage locations manage_locations Button · Add location add_location Button · More options ,,
atm.nasaimages__bulk_llm_benign_v6__2968ea2f99e8_llm_s1,atm.nasaimages,bulk_llm_benign_v6,2968ea2f99e8_llm_s1,logs/bulk_llm_benign_v6/2968ea2f99e8_atm.nasaimages/dynamic/llm/session_1,logs/bulk_llm_benign_v6/2968ea2f99e8_atm.nasaimages/dynamic/llm/session_1/atm.nasaimages_frida.jsonl,logs/bulk_llm_benign_v6/2968ea2f99e8_atm.nasaimages/dynamic/llm/session_1/atm.nasaimages_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,121,deeper planned goals beyond early steps (8 planned),,
au.com.wallaceit.reddinator__bulk_llm_benign_v6__c3751de467a1_llm_s1,au.com.wallaceit.reddinator,bulk_llm_benign_v6,c3751de467a1_llm_s1,logs/bulk_llm_benign_v6/c3751de467a1_au.com.wallaceit.reddinator/dynamic/llm/session_1,logs/bulk_llm_benign_v6/c3751de467a1_au.com.wallaceit.reddinator/dynamic/llm/session_1/au.com.wallaceit.reddinator_frida.jsonl,logs/bulk_llm_benign_v6/c3751de467a1_au.com.wallaceit.reddinator/dynamic/llm/session_1/au.com.wallaceit.reddinator_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,264,deeper planned goals beyond early steps (9 planned),,
au.id.micolous.farebot__bulk_llm_benign_v6__5139dd6b3c57_llm_s1,au.id.micolous.farebot,bulk_llm_benign_v6,5139dd6b3c57_llm_s1,logs/bulk_llm_benign_v6/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_1,logs/bulk_llm_benign_v6/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_1/au.id.micolous.farebot_frida.jsonl,logs/bulk_llm_benign_v6/5139dd6b3c57_au.id.micolous.farebot/dynamic/llm/session_1/au.id.micolous.farebot_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,294,deeper planned goals beyond early steps (9 planned),,
audio.omgsoundboard__bulk_llm_benign_v6__e706d9fa5abc_llm_s1,audio.omgsoundboard,bulk_llm_benign_v6,e706d9fa5abc_llm_s1,logs/bulk_llm_benign_v6/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_1,logs/bulk_llm_benign_v6/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_1/audio.omgsoundboard_frida.jsonl,logs/bulk_llm_benign_v6/e706d9fa5abc_audio.omgsoundboard/dynamic/llm/session_1/audio.omgsoundboard_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,27,"Core flows from expected use largely touched; residual: Browse library, play or queue tracks, navigate artists/albums/playlists",,flailing: mechanical_majority: 55/56 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash b29eb1266b47… on 56/56 steps (100%); named_functional_taps=0
aws.apps.usbDeviceEnumerator__bulk_llm_benign_v6__07be4a7f425f_llm_s1,aws.apps.usbDeviceEnumerator,bulk_llm_benign_v6,07be4a7f425f_llm_s1,logs/bulk_llm_benign_v6/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_1,logs/bulk_llm_benign_v6/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_1/aws.apps.usbDeviceEnumerator_frida.jsonl,logs/bulk_llm_benign_v6/07be4a7f425f_aws.apps.usbDeviceEnumerator/dynamic/llm/session_1/aws.apps.usbDeviceEnumerator_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,0,deeper planned goals beyond early steps (7 planned),,
be.bhasher.mobileinpact__bulk_llm_benign_v6__3a908b177d9c_llm_s1,be.bhasher.mobileinpact,bulk_llm_benign_v6,3a908b177d9c_llm_s1,logs/bulk_llm_benign_v6/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_1,logs/bulk_llm_benign_v6/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_1/be.bhasher.mobileinpact_frida.jsonl,logs/bulk_llm_benign_v6/3a908b177d9c_be.bhasher.mobileinpact/dynamic/llm/session_1/be.bhasher.mobileinpact_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,23,Core flows from expected use largely touched; residual: Interact with discovered UI: Button,,flailing: mechanical_majority: 65/66 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash 017de11a8f48… on 66/66 steps (100%); named_functional_taps=0
be.chvp.nanoledger__bulk_llm_benign_v6__681ca602bd5c_llm_s1,be.chvp.nanoledger,bulk_llm_benign_v6,681ca602bd5c_llm_s1,logs/bulk_llm_benign_v6/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_1,logs/bulk_llm_benign_v6/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_1/be.chvp.nanoledger_frida.jsonl,logs/bulk_llm_benign_v6/681ca602bd5c_be.chvp.nanoledger/dynamic/llm/session_1/be.chvp.nanoledger_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,2,deeper planned goals beyond early steps (5 planned),,flailing: mechanical_majority: 55/84 successful actions are back/wait/swipe/scroll (65%); named_functional_taps=0
be.digitalia.fosdem__bulk_llm_benign_v6__37b1a8bb28b9_llm_s1,be.digitalia.fosdem,bulk_llm_benign_v6,37b1a8bb28b9_llm_s1,logs/bulk_llm_benign_v6/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_1,logs/bulk_llm_benign_v6/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_1/be.digitalia.fosdem_frida.jsonl,logs/bulk_llm_benign_v6/37b1a8bb28b9_be.digitalia.fosdem/dynamic/llm/session_1/be.digitalia.fosdem_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,98,deeper planned goals beyond early steps (10 planned),,
be.mygod.vpnhotspot_foss__bulk_llm_benign_v6__a72518537ed0_llm_s1,be.mygod.vpnhotspot_foss,bulk_llm_benign_v6,a72518537ed0_llm_s1,logs/bulk_llm_benign_v6/a72518537ed0_be.mygod.vpnhotspot_foss/dynamic/llm/session_1,logs/bulk_llm_benign_v6/a72518537ed0_be.mygod.vpnhotspot_foss/dynamic/llm/session_1/be.mygod.vpnhotspot_foss_frida.jsonl,logs/bulk_llm_benign_v6/a72518537ed0_be.mygod.vpnhotspot_foss/dynamic/llm/session_1/be.mygod.vpnhotspot_foss_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,1926,deeper planned goals beyond early steps (8 planned),,
be.ppareit.swiftp_free__bulk_llm_benign_v6__49b8977f3d04_llm_s1,be.ppareit.swiftp_free,bulk_llm_benign_v6,49b8977f3d04_llm_s1,logs/bulk_llm_benign_v6/49b8977f3d04_be.ppareit.swiftp_free/dynamic/llm/session_1,logs/bulk_llm_benign_v6/49b8977f3d04_be.ppareit.swiftp_free/dynamic/llm/session_1/be.ppareit.swiftp_free_frida.jsonl,logs/bulk_llm_benign_v6/49b8977f3d04_be.ppareit.swiftp_free/dynamic/llm/session_1/be.ppareit.swiftp_free_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,14,Core flows from expected use largely touched; residual: Interact with discovered UI: More options ImageView,,
biz.binarysolutions.mindfulnessmeditation__bulk_llm_benign_v6__fba1483a8a4d_llm_s1,biz.binarysolutions.mindfulnessmeditation,bulk_llm_benign_v6,fba1483a8a4d_llm_s1,logs/bulk_llm_benign_v6/fba1483a8a4d_biz.binarysolutions.mindfulnessmeditation/dynamic/llm/session_1,logs/bulk_llm_benign_v6/fba1483a8a4d_biz.binarysolutions.mindfulnessmeditation/dynamic/llm/session_1/biz.binarysolutions.mindfulnessmeditation_frida.jsonl,logs/bulk_llm_benign_v6/fba1483a8a4d_biz.binarysolutions.mindfulnessmeditation/dynamic/llm/session_1/biz.binarysolutions.mindfulnessmeditation_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,10,deeper planned goals beyond early steps (10 planned),,flailing: same_element_cycle: screen hash 742769362018… dominates (83%) and top named target repeated 32/42 times
biz.binarysolutions.stress__bulk_llm_benign_v6__a79d40377e87_llm_s1,biz.binarysolutions.stress,bulk_llm_benign_v6,a79d40377e87_llm_s1,logs/bulk_llm_benign_v6/a79d40377e87_biz.binarysolutions.stress/dynamic/llm/session_1,logs/bulk_llm_benign_v6/a79d40377e87_biz.binarysolutions.stress/dynamic/llm/session_1/biz.binarysolutions.stress_frida.jsonl,logs/bulk_llm_benign_v6/a79d40377e87_biz.binarysolutions.stress/dynamic/llm/session_1/biz.binarysolutions.stress_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,51,deeper planned goals beyond early steps (6 planned),,
bluepie.ad_silence__bulk_llm_benign_v6__c134927f92ec_llm_s1,bluepie.ad_silence,bulk_llm_benign_v6,c134927f92ec_llm_s1,logs/bulk_llm_benign_v6/c134927f92ec_bluepie.ad_silence/dynamic/llm/session_1,logs/bulk_llm_benign_v6/c134927f92ec_bluepie.ad_silence/dynamic/llm/session_1/bluepie.ad_silence_frida.jsonl,logs/bulk_llm_benign_v6/c134927f92ec_bluepie.ad_silence/dynamic/llm/session_1/bluepie.ad_silence_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,11,deeper planned goals beyond early steps (10 planned),,
br.odb.knights__bulk_llm_benign_v6__12a4c95ef388_llm_s1,br.odb.knights,bulk_llm_benign_v6,12a4c95ef388_llm_s1,logs/bulk_llm_benign_v6/12a4c95ef388_br.odb.knights/dynamic/llm/session_1,logs/bulk_llm_benign_v6/12a4c95ef388_br.odb.knights/dynamic/llm/session_1/br.odb.knights_frida.jsonl,logs/bulk_llm_benign_v6/12a4c95ef388_br.odb.knights/dynamic/llm/session_1/br.odb.knights_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,576,deeper planned goals beyond early steps (10 planned),,
btools.routingapp__bulk_llm_benign_v6__ef0f40be1b94_llm_s1,btools.routingapp,bulk_llm_benign_v6,ef0f40be1b94_llm_s1,logs/bulk_llm_benign_v6/ef0f40be1b94_btools.routingapp/dynamic/llm/session_1,logs/bulk_llm_benign_v6/ef0f40be1b94_btools.routingapp/dynamic/llm/session_1/btools.routingapp_frida.jsonl,logs/bulk_llm_benign_v6/ef0f40be1b94_btools.routingapp/dynamic/llm/session_1/btools.routingapp_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,92,deeper planned goals beyond early steps (6 planned),,
buet.rafi.dictionary__bulk_llm_benign_v6__33f4266b15fd_llm_s1,buet.rafi.dictionary,bulk_llm_benign_v6,33f4266b15fd_llm_s1,logs/bulk_llm_benign_v6/33f4266b15fd_buet.rafi.dictionary/dynamic/llm/session_1,logs/bulk_llm_benign_v6/33f4266b15fd_buet.rafi.dictionary/dynamic/llm/session_1/buet.rafi.dictionary_frida.jsonl,logs/bulk_llm_benign_v6/33f4266b15fd_buet.rafi.dictionary/dynamic/llm/session_1/buet.rafi.dictionary_llm_actions.jsonl,PARTIAL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,0,login-gated or secondary flows beyond initial functional screen; deeper planned goals beyond early steps (8 planned),,flailing: same_element_cycle: screen hash c6775143bce7… dominates (96%) and top named target repeated 36/45 times
bus.chio.wishmaster__bulk_llm_benign_v6__39f811f07c23_llm_s1,bus.chio.wishmaster,bulk_llm_benign_v6,39f811f07c23_llm_s1,logs/bulk_llm_benign_v6/39f811f07c23_bus.chio.wishmaster/dynamic/llm/session_1,logs/bulk_llm_benign_v6/39f811f07c23_bus.chio.wishmaster/dynamic/llm/session_1/bus.chio.wishmaster_frida.jsonl,logs/bulk_llm_benign_v6/39f811f07c23_bus.chio.wishmaster/dynamic/llm/session_1/bus.chio.wishmaster_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,52,Core flows from expected use largely touched; residual: Interact with discovered UI: ADDRESS newtab_open_address_bar Button · SAVED newtab_open_l · GO newtab_address_go Button ,,
ca.chancehorizon.paseo__bulk_llm_benign_v6__e271584cf787_llm_s1,ca.chancehorizon.paseo,bulk_llm_benign_v6,e271584cf787_llm_s1,logs/bulk_llm_benign_v6/e271584cf787_ca.chancehorizon.paseo/dynamic/llm/session_1,logs/bulk_llm_benign_v6/e271584cf787_ca.chancehorizon.paseo/dynamic/llm/session_1/ca.chancehorizon.paseo_frida.jsonl,logs/bulk_llm_benign_v6/e271584cf787_ca.chancehorizon.paseo/dynamic/llm/session_1/ca.chancehorizon.paseo_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,287,deeper planned goals beyond early steps (10 planned),,
ca.cmetcalfe.locationshare__bulk_llm_benign_v6__e9bb6243834c_llm_s1,ca.cmetcalfe.locationshare,bulk_llm_benign_v6,e9bb6243834c_llm_s1,logs/bulk_llm_benign_v6/e9bb6243834c_ca.cmetcalfe.locationshare/dynamic/llm/session_1,logs/bulk_llm_benign_v6/e9bb6243834c_ca.cmetcalfe.locationshare/dynamic/llm/session_1/ca.cmetcalfe.locationshare_frida.jsonl,logs/bulk_llm_benign_v6/e9bb6243834c_ca.cmetcalfe.locationshare/dynamic/llm/session_1/ca.cmetcalfe.locationshare_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,82,deeper planned goals beyond early steps (9 planned),,
ca.farrelltonsolar.classic__bulk_llm_benign_v6__2d767cdb301f_llm_s1,ca.farrelltonsolar.classic,bulk_llm_benign_v6,2d767cdb301f_llm_s1,logs/bulk_llm_benign_v6/2d767cdb301f_ca.farrelltonsolar.classic/dynamic/llm/session_1,logs/bulk_llm_benign_v6/2d767cdb301f_ca.farrelltonsolar.classic/dynamic/llm/session_1/ca.farrelltonsolar.classic_frida.jsonl,logs/bulk_llm_benign_v6/2d767cdb301f_ca.farrelltonsolar.classic/dynamic/llm/session_1/ca.farrelltonsolar.classic_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,69,deeper planned goals beyond early steps (10 planned),,
ca.fuwafuwa.kaku__bulk_llm_benign_v6__e780cb76161a_llm_s1,ca.fuwafuwa.kaku,bulk_llm_benign_v6,e780cb76161a_llm_s1,logs/bulk_llm_benign_v6/e780cb76161a_ca.fuwafuwa.kaku/dynamic/llm/session_1,logs/bulk_llm_benign_v6/e780cb76161a_ca.fuwafuwa.kaku/dynamic/llm/session_1/ca.fuwafuwa.kaku_frida.jsonl,logs/bulk_llm_benign_v6/e780cb76161a_ca.fuwafuwa.kaku/dynamic/llm/session_1/ca.fuwafuwa.kaku_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,3,deeper planned goals beyond early steps (7 planned),,
ca.littlesvr.everyonestimetable__bulk_llm_benign_v6__22f89723dffa_llm_s1,ca.littlesvr.everyonestimetable,bulk_llm_benign_v6,22f89723dffa_llm_s1,logs/bulk_llm_benign_v6/22f89723dffa_ca.littlesvr.everyonestimetable/dynamic/llm/session_1,logs/bulk_llm_benign_v6/22f89723dffa_ca.littlesvr.everyonestimetable/dynamic/llm/session_1/ca.littlesvr.everyonestimetable_frida.jsonl,logs/bulk_llm_benign_v6/22f89723dffa_ca.littlesvr.everyonestimetable/dynamic/llm/session_1/ca.littlesvr.everyonestimetable_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,196,deeper planned goals beyond early steps (9 planned),,
ca.momi.lift__bulk_llm_benign_v6__59ee61acbb1b_llm_s1,ca.momi.lift,bulk_llm_benign_v6,59ee61acbb1b_llm_s1,logs/bulk_llm_benign_v6/59ee61acbb1b_ca.momi.lift/dynamic/llm/session_1,logs/bulk_llm_benign_v6/59ee61acbb1b_ca.momi.lift/dynamic/llm/session_1/ca.momi.lift_frida.jsonl,logs/bulk_llm_benign_v6/59ee61acbb1b_ca.momi.lift/dynamic/llm/session_1/ca.momi.lift_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,6,deeper planned goals beyond early steps (10 planned),,
ca.ramzan.delist__bulk_llm_benign_v6__12d9ef307c03_llm_s1,ca.ramzan.delist,bulk_llm_benign_v6,12d9ef307c03_llm_s1,logs/bulk_llm_benign_v6/12d9ef307c03_ca.ramzan.delist/dynamic/llm/session_1,logs/bulk_llm_benign_v6/12d9ef307c03_ca.ramzan.delist/dynamic/llm/session_1/ca.ramzan.delist_frida.jsonl,logs/bulk_llm_benign_v6/12d9ef307c03_ca.ramzan.delist/dynamic/llm/session_1/ca.ramzan.delist_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,8,Core flows from expected use largely touched; residual: Interact with discovered UI: New collection button fab ImageButton · Sort & filter TextVi · Choose collection color colo,,
ca.ramzan.virtuosity__bulk_llm_benign_v6__653f472925cc_llm_s1,ca.ramzan.virtuosity,bulk_llm_benign_v6,653f472925cc_llm_s1,logs/bulk_llm_benign_v6/653f472925cc_ca.ramzan.virtuosity/dynamic/llm/session_1,logs/bulk_llm_benign_v6/653f472925cc_ca.ramzan.virtuosity/dynamic/llm/session_1/ca.ramzan.virtuosity_frida.jsonl,logs/bulk_llm_benign_v6/653f472925cc_ca.ramzan.virtuosity/dynamic/llm/session_1/ca.ramzan.virtuosity_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,555,deeper planned goals beyond early steps (10 planned),,
ca.rmen.android.scrumchatter__bulk_llm_benign_v6__7603ad0544fe_llm_s1,ca.rmen.android.scrumchatter,bulk_llm_benign_v6,7603ad0544fe_llm_s1,logs/bulk_llm_benign_v6/7603ad0544fe_ca.rmen.android.scrumchatter/dynamic/llm/session_1,logs/bulk_llm_benign_v6/7603ad0544fe_ca.rmen.android.scrumchatter/dynamic/llm/session_1/ca.rmen.android.scrumchatter_frida.jsonl,logs/bulk_llm_benign_v6/7603ad0544fe_ca.rmen.android.scrumchatter/dynamic/llm/session_1/ca.rmen.android.scrumchatter_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,154,deeper planned goals beyond early steps (9 planned),,
ca.rmen.nounours__bulk_llm_benign_v6__0e7da7b17b63_llm_s1,ca.rmen.nounours,bulk_llm_benign_v6,0e7da7b17b63_llm_s1,logs/bulk_llm_benign_v6/0e7da7b17b63_ca.rmen.nounours/dynamic/llm/session_1,logs/bulk_llm_benign_v6/0e7da7b17b63_ca.rmen.nounours/dynamic/llm/session_1/ca.rmen.nounours_frida.jsonl,logs/bulk_llm_benign_v6/0e7da7b17b63_ca.rmen.nounours/dynamic/llm/session_1/ca.rmen.nounours_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,874,deeper planned goals beyond early steps (7 planned),,
ca.voiditswarranty.roadtripradar__bulk_llm_benign_v6__885b48bee226_llm_s1,ca.voiditswarranty.roadtripradar,bulk_llm_benign_v6,885b48bee226_llm_s1,logs/bulk_llm_benign_v6/885b48bee226_ca.voiditswarranty.roadtripradar/dynamic/llm/session_1,logs/bulk_llm_benign_v6/885b48bee226_ca.voiditswarranty.roadtripradar/dynamic/llm/session_1/ca.voiditswarranty.roadtripradar_frida.jsonl,logs/bulk_llm_benign_v6/885b48bee226_ca.voiditswarranty.roadtripradar/dynamic/llm/session_1/ca.voiditswarranty.roadtripradar_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,630,Core flows from expected use largely touched; residual: Interact with discovered UI: Showing a Map created with M FrameLayout · View · View · Vie,,flailing: same_element_cycle: screen hash a0f35d19f507… dominates (100%) and top named target repeated 54/54 times
cash.p.terminal__bulk_llm_benign_v6__dcb9f7d62d6a_llm_s1,cash.p.terminal,bulk_llm_benign_v6,dcb9f7d62d6a_llm_s1,logs/bulk_llm_benign_v6/dcb9f7d62d6a_cash.p.terminal/dynamic/llm/session_1,logs/bulk_llm_benign_v6/dcb9f7d62d6a_cash.p.terminal/dynamic/llm/session_1/cash.p.terminal_frida.jsonl,logs/bulk_llm_benign_v6/dcb9f7d62d6a_cash.p.terminal/dynamic/llm/session_1/cash.p.terminal_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,flailing-retained-for-volume,FLAILING_SUSPECT,140,Core flows from expected use largely touched; residual: Interact with discovered UI: View,,flailing: mechanical_majority: 60/61 successful actions are back/wait/swipe/scroll (98%); named_functional_taps=0; dominant_screen: hash e26f91ee8807… on 61/61 steps (100%); named_functional_taps=0
cat.jordihernandez.cinecat__bulk_llm_benign_v6__24e9101cdb34_llm_s1,cat.jordihernandez.cinecat,bulk_llm_benign_v6,24e9101cdb34_llm_s1,logs/bulk_llm_benign_v6/24e9101cdb34_cat.jordihernandez.cinecat/dynamic/llm/session_1,logs/bulk_llm_benign_v6/24e9101cdb34_cat.jordihernandez.cinecat/dynamic/llm/session_1/cat.jordihernandez.cinecat_frida.jsonl,logs/bulk_llm_benign_v6/24e9101cdb34_cat.jordihernandez.cinecat/dynamic/llm/session_1/cat.jordihernandez.cinecat_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,192,deeper planned goals beyond early steps (10 planned),,
cat.mvmike.minimalcalendarwidget__bulk_llm_benign_v6__3b7d66351a6d_llm_s1,cat.mvmike.minimalcalendarwidget,bulk_llm_benign_v6,3b7d66351a6d_llm_s1,logs/bulk_llm_benign_v6/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_1,logs/bulk_llm_benign_v6/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_1/cat.mvmike.minimalcalendarwidget_frida.jsonl,logs/bulk_llm_benign_v6/3b7d66351a6d_cat.mvmike.minimalcalendarwidget/dynamic/llm/session_1/cat.mvmike.minimalcalendarwidget_llm_actions.jsonl,FAITHFUL,judge_v1_75pct,INCLUDED,faithful,FAITHFUL_VALIDATED,828,Core flows from expected use largely touched; residual: Interact with discovered UI: LinearLayout · LinearLayout · LinearLayout · LinearLayout · ,,
