session_id,package,app_class,tier,tags,sim_status,faithfulness_verdict,effective_ft,back_wait_ratio,meaningful_frida_22cat,coverage_gap,artifact_dir,frida_trace_path,agent_log_path,named_functional_explore_taps,functional_explore_screens,c0_pass,analyze_status,data_quality_status,session_mode,hook_version
b994337244e2_llm_s2,app.halma,other,volume,FLAILING_SUSPECT,failed:partial:agent_stuck,FAILED,0,1.0,60,Core flows from expected use largely touched; residual: General app (app.halma),logs/bulk_llm_benign_v2/b994337244e2_app.halma/dynamic/llm/session_2,logs/bulk_llm_benign_v2/b994337244e2_app.halma/dynamic/llm/session_2/app.halma_frida.jsonl,logs/bulk_llm_benign_v2/b994337244e2_app.halma/dynamic/llm/session_2/app.halma_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_categories,identical,3
b994337244e2_llm_s3,app.halma,other,volume,FLAILING_SUSPECT,failed:partial:agent_stuck,FAILED,0,1.0,60,Core flows from expected use largely touched; residual: General app (app.halma),logs/bulk_llm_benign_v2/b994337244e2_app.halma/dynamic/llm/session_3,logs/bulk_llm_benign_v2/b994337244e2_app.halma/dynamic/llm/session_3/app.halma_frida.jsonl,logs/bulk_llm_benign_v2/b994337244e2_app.halma/dynamic/llm/session_3/app.halma_llm_actions.jsonl,0,0,no,success,weak:low_meaningful_categories,varied,3
e66be109d8fe_llm_s1,app.hkTransport,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA,failed:partial:agent_stuck,FAILED,1,0.8333,0,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_1,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_1/app.hkTransport_frida.jsonl,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_1/app.hkTransport_llm_actions.jsonl,0,1,no,success,weak:low_meaningful_events,identical,3
e66be109d8fe_llm_s2,app.hkTransport,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA,failed:partial:agent_stuck,FAILED,1,0.8333,0,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_2,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_2/app.hkTransport_frida.jsonl,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_2/app.hkTransport_llm_actions.jsonl,0,1,no,success,weak:low_meaningful_events,identical,3
e66be109d8fe_llm_s3,app.hkTransport,other,volume,FLAILING_SUSPECT|ZERO_MEANINGFUL_FRIDA,failed:partial:agent_stuck,FAILED,1,0.8333,0,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_3,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_3/app.hkTransport_frida.jsonl,logs/bulk_llm_benign_v2/e66be109d8fe_app.hkTransport/dynamic/llm/session_3/app.hkTransport_llm_actions.jsonl,0,1,no,success,weak:low_meaningful_events,varied,3
56ba09e3fd7c_llm_s1,app.hypostats,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,37,0.0,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_1,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_1/app.hypostats_frida.jsonl,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_1/app.hypostats_llm_actions.jsonl,0,2,yes,success,weak:low_meaningful_events,identical,3
56ba09e3fd7c_llm_s2,app.hypostats,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,37,0.0,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_2,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_2/app.hypostats_frida.jsonl,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_2/app.hypostats_llm_actions.jsonl,0,2,yes,success,weak:low_meaningful_events,identical,3
56ba09e3fd7c_llm_s3,app.hypostats,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,37,0.0,2,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_3,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_3/app.hypostats_frida.jsonl,logs/bulk_llm_benign_v2/56ba09e3fd7c_app.hypostats/dynamic/llm/session_3/app.hypostats_llm_actions.jsonl,0,2,yes,success,weak:low_meaningful_events,varied,3
d6486513817e_llm_s3,app.intra,other,volume,FLAILING_SUSPECT,failed:partial:foreground_mismatch,FAILED,1,0.0,9,deeper planned goals beyond early steps (5 planned),logs/bulk_llm_benign_v2/d6486513817e_app.intra/dynamic/llm/session_3,logs/bulk_llm_benign_v2/d6486513817e_app.intra/dynamic/llm/session_3/app.intra_frida.jsonl,logs/bulk_llm_benign_v2/d6486513817e_app.intra/dynamic/llm/session_3/app.intra_llm_actions.jsonl,1,1,no,success,weak:low_meaningful_categories,varied,3
0f0dc4577a45_llm_s1,app.ladefuchs.android,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,25,0.0385,106,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_1,logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_1/app.ladefuchs.android_frida.jsonl,logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_1/app.ladefuchs.android_llm_actions.jsonl,21,6,yes,success,good,identical,3
0f0dc4577a45_llm_s2,app.ladefuchs.android,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,22,0.0435,101,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_2,logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_2/app.ladefuchs.android_frida.jsonl,logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_2/app.ladefuchs.android_llm_actions.jsonl,18,6,yes,success,good,identical,3
0f0dc4577a45_llm_s3,app.ladefuchs.android,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,21,0.0455,113,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_3,logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_3/app.ladefuchs.android_frida.jsonl,logs/bulk_llm_benign_v2/0f0dc4577a45_app.ladefuchs.android/dynamic/llm/session_3/app.ladefuchs.android_llm_actions.jsonl,17,6,yes,success,good,varied,3
36bdbc1733f0_llm_s1,app.michaelwuensch.bitbanana,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,46,0.0213,1941,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_1,logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_1/app.michaelwuensch.bitbanana_frida.jsonl,logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_1/app.michaelwuensch.bitbanana_llm_actions.jsonl,46,13,yes,success,good,identical,3
36bdbc1733f0_llm_s2,app.michaelwuensch.bitbanana,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,46,0.0213,1941,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_2,logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_2/app.michaelwuensch.bitbanana_frida.jsonl,logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_2/app.michaelwuensch.bitbanana_llm_actions.jsonl,46,13,yes,success,good,identical,3
36bdbc1733f0_llm_s3,app.michaelwuensch.bitbanana,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,46,0.0213,1941,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_3,logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_3/app.michaelwuensch.bitbanana_frida.jsonl,logs/bulk_llm_benign_v2/36bdbc1733f0_app.michaelwuensch.bitbanana/dynamic/llm/session_3/app.michaelwuensch.bitbanana_llm_actions.jsonl,46,13,yes,success,good,varied,3
21956340edd9_llm_s1,app.mlauncher,launcher,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT|LAUNCHER,failed:ux_quality_gate,FAITHFUL,31,0.0,956,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_1,logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_1/app.mlauncher_frida.jsonl,logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_1/app.mlauncher_llm_actions.jsonl,31,1,yes,success,good,identical,3
21956340edd9_llm_s2,app.mlauncher,launcher,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT|LAUNCHER,failed:ux_quality_gate,FAITHFUL,31,0.0,744,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_2,logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_2/app.mlauncher_frida.jsonl,logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_2/app.mlauncher_llm_actions.jsonl,31,1,yes,success,good,identical,3
21956340edd9_llm_s3,app.mlauncher,launcher,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT|LAUNCHER,failed:ux_quality_gate,FAITHFUL,31,0.0,744,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_3,logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_3/app.mlauncher_frida.jsonl,logs/bulk_llm_benign_v2/21956340edd9_app.mlauncher/dynamic/llm/session_3/app.mlauncher_llm_actions.jsonl,31,1,yes,success,good,varied,3
f50b1a642361_llm_s1,app.myzel394.alibi,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,52,0.0,56,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · RadioButton · RadioButton · Radi · View · View · View · ,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_1,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_1/app.myzel394.alibi_frida.jsonl,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_1/app.myzel394.alibi_llm_actions.jsonl,0,4,yes,success,good,identical,3
f50b1a642361_llm_s2,app.myzel394.alibi,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,52,0.0,56,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · RadioButton · RadioButton · Radi · View · View · View · ,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_2,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_2/app.myzel394.alibi_frida.jsonl,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_2/app.myzel394.alibi_llm_actions.jsonl,0,4,yes,success,good,identical,3
f50b1a642361_llm_s3,app.myzel394.alibi,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,failed:ux_quality_gate,FAITHFUL,52,0.0,56,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · RadioButton · RadioButton · Radi · View · View · View · ,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_3,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_3/app.myzel394.alibi_frida.jsonl,logs/bulk_llm_benign_v2/f50b1a642361_app.myzel394.alibi/dynamic/llm/session_3/app.myzel394.alibi_llm_actions.jsonl,0,4,yes,success,good,varied,3
3d3afadebd74_llm_s1,app.notesr,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,43,0.0,2,Core flows from expected use largely touched; residual: create and edit user content,logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_1,logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_1/app.notesr_frida.jsonl,logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_1/app.notesr_llm_actions.jsonl,13,4,yes,success,weak:low_meaningful_events,identical,3
3d3afadebd74_llm_s2,app.notesr,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,41,0.0,1,deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_2,logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_2/app.notesr_frida.jsonl,logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_2/app.notesr_llm_actions.jsonl,11,4,yes,success,weak:low_meaningful_events,identical,3
3d3afadebd74_llm_s3,app.notesr,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,45,0.0,2,deeper planned goals beyond early steps (5 planned),logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_3,logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_3/app.notesr_frida.jsonl,logs/bulk_llm_benign_v2/3d3afadebd74_app.notesr/dynamic/llm/session_3/app.notesr_llm_actions.jsonl,15,4,yes,success,weak:low_meaningful_events,varied,3
3014016000aa_llm_s1,app.olauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,31,0.0,1544,post-explore execute goals not reached; deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_1,logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_1/app.olauncher_frida.jsonl,logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_1/app.olauncher_llm_actions.jsonl,31,4,yes,success,weak:low_meaningful_categories,identical,3
3014016000aa_llm_s2,app.olauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,33,0.0,1644,post-explore execute goals not reached; deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_2,logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_2/app.olauncher_frida.jsonl,logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_2/app.olauncher_llm_actions.jsonl,33,3,yes,success,weak:low_meaningful_categories,identical,3
3014016000aa_llm_s3,app.olauncher,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,32,0.0,1594,post-explore execute goals not reached; deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_3,logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_3/app.olauncher_frida.jsonl,logs/bulk_llm_benign_v2/3014016000aa_app.olauncher/dynamic/llm/session_3/app.olauncher_llm_actions.jsonl,32,3,yes,success,weak:low_meaningful_categories,varied,3
bdf6a610b51e_llm_s1,app.olaunchercf,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,32,0.0,256,post-explore execute goals not reached; deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_1,logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_1/app.olaunchercf_frida.jsonl,logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_1/app.olaunchercf_llm_actions.jsonl,32,4,yes,success,weak:low_meaningful_categories,identical,3
bdf6a610b51e_llm_s2,app.olaunchercf,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,32,0.0,256,post-explore execute goals not reached; deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_2,logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_2/app.olaunchercf_frida.jsonl,logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_2/app.olaunchercf_llm_actions.jsonl,32,3,yes,success,weak:low_meaningful_categories,identical,3
bdf6a610b51e_llm_s3,app.olaunchercf,launcher,volume,FAITHFUL_VALIDATED|LAUNCHER,failed:bad_handoff,FAITHFUL,32,0.0,256,post-explore execute goals not reached; deeper planned goals beyond early steps (8 planned),logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_3,logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_3/app.olaunchercf_frida.jsonl,logs/bulk_llm_benign_v2/bdf6a610b51e_app.olaunchercf/dynamic/llm/session_3/app.olaunchercf_llm_actions.jsonl,32,4,yes,success,weak:low_meaningful_categories,varied,3
4862fbeed029_llm_s1,app.organicmaps,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,33,0.0,145,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_1,logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_1/app.organicmaps_frida.jsonl,logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_1/app.organicmaps_llm_actions.jsonl,33,11,yes,success,good,identical,3
4862fbeed029_llm_s2,app.organicmaps,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,34,0.0,142,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_2,logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_2/app.organicmaps_frida.jsonl,logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_2/app.organicmaps_llm_actions.jsonl,34,11,yes,success,good,identical,3
4862fbeed029_llm_s3,app.organicmaps,other,reference,FAITHFUL_VALIDATED,success,FAITHFUL,33,0.0,142,deeper planned goals beyond early steps (9 planned),logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_3,logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_3/app.organicmaps_frida.jsonl,logs/bulk_llm_benign_v2/4862fbeed029_app.organicmaps/dynamic/llm/session_3/app.organicmaps_llm_actions.jsonl,33,11,yes,success,good,varied,3
6187300de1fe_llm_s1,app.pachli,other,reference,FAITHFUL_VALIDATED,success,PARTIAL,39,0.0,12,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_1,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_1/app.pachli_frida.jsonl,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_1/app.pachli_llm_actions.jsonl,39,1,yes,success,weak:low_meaningful_categories,identical,3
6187300de1fe_llm_s2,app.pachli,other,reference,FAITHFUL_VALIDATED,success,PARTIAL,39,0.0,12,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_2,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_2/app.pachli_frida.jsonl,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_2/app.pachli_llm_actions.jsonl,39,1,yes,success,weak:low_meaningful_categories,identical,3
6187300de1fe_llm_s3,app.pachli,other,reference,FAITHFUL_VALIDATED,success,PARTIAL,39,0.0,12,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_3,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_3/app.pachli_frida.jsonl,logs/bulk_llm_benign_v2/6187300de1fe_app.pachli/dynamic/llm/session_3/app.pachli_llm_actions.jsonl,39,1,yes,success,weak:low_meaningful_categories,varied,3
17238a578a93_llm_s1,app.panoramax,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,24,0.0,20,post-explore execute goals not reached; deeper planned goals beyond early steps (10 planned),logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_1,logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_1/app.panoramax_frida.jsonl,logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_1/app.panoramax_llm_actions.jsonl,16,7,yes,success,good,identical,3
17238a578a93_llm_s2,app.panoramax,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,31,0.0,1,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_2,logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_2/app.panoramax_frida.jsonl,logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_2/app.panoramax_llm_actions.jsonl,31,2,yes,success,weak:low_meaningful_events,identical,3
17238a578a93_llm_s3,app.panoramax,other,volume,FAITHFUL_VALIDATED|FLAILING_SUSPECT,success,FAITHFUL,31,0.0,1,deeper planned goals beyond early steps (6 planned),logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_3,logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_3/app.panoramax_frida.jsonl,logs/bulk_llm_benign_v2/17238a578a93_app.panoramax/dynamic/llm/session_3/app.panoramax_llm_actions.jsonl,31,3,yes,success,weak:low_meaningful_events,varied,3
0a78500e1b92_llm_s1,app.passwordstore.agrahn,network_tool,volume,AUTH_GATED,failed:skip:login_required,FAILED,5,0.0,29,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_1,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_1/app.passwordstore.agrahn_frida.jsonl,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_1/app.passwordstore.agrahn_llm_actions.jsonl,5,4,yes,success,good,identical,3
0a78500e1b92_llm_s2,app.passwordstore.agrahn,network_tool,volume,AUTH_GATED,failed:skip:login_required,FAILED,5,0.0,29,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_2,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_2/app.passwordstore.agrahn_frida.jsonl,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_2/app.passwordstore.agrahn_llm_actions.jsonl,5,4,yes,success,good,identical,3
0a78500e1b92_llm_s3,app.passwordstore.agrahn,network_tool,volume,AUTH_GATED,failed:skip:login_required,FAILED,5,0.0,29,login-gated or secondary flows beyond initial functional screen,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_3,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_3/app.passwordstore.agrahn_frida.jsonl,logs/bulk_llm_benign_v2/0a78500e1b92_app.passwordstore.agrahn/dynamic/llm/session_3/app.passwordstore.agrahn_llm_actions.jsonl,5,4,yes,success,good,varied,3
5b5f17c53b03_llm_s1,app.plugbrain.android,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,52,0.0,62,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_1,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_1/app.plugbrain.android_frida.jsonl,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_1/app.plugbrain.android_llm_actions.jsonl,0,3,yes,success,good,identical,3
5b5f17c53b03_llm_s2,app.plugbrain.android,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,52,0.0,62,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_2,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_2/app.plugbrain.android_frida.jsonl,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_2/app.plugbrain.android_llm_actions.jsonl,0,3,yes,success,good,identical,3
5b5f17c53b03_llm_s3,app.plugbrain.android,other,volume,FAITHFUL_VALIDATED,failed:bad_handoff,FAITHFUL,52,0.0,62,Core flows from expected use largely touched; residual: Interact with discovered UI: View · View · View · View · View · View · View · View · View · View · View · View · View · ,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_3,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_3/app.plugbrain.android_frida.jsonl,logs/bulk_llm_benign_v2/5b5f17c53b03_app.plugbrain.android/dynamic/llm/session_3/app.plugbrain.android_llm_actions.jsonl,0,3,yes,success,good,varied,3
8d76ad598108_llm_s1,app.podiumpodcasts.podium,media,volume,FAITHFUL_VALIDATED,failed:ux_quality_gate,FAITHFUL,36,0.0,204,"Core flows from expected use largely touched; residual: Browse library, play or queue tracks, navigate artists/albums/playlists",logs/bulk_llm_benign_v2/8d76ad598108_app.podiumpodcasts.podium/dynamic/llm/session_1,logs/bulk_llm_benign_v2/8d76ad598108_app.podiumpodcasts.podium/dynamic/llm/session_1/app.podiumpodcasts.podium_frida.jsonl,logs/bulk_llm_benign_v2/8d76ad598108_app.podiumpodcasts.podium/dynamic/llm/session_1/app.podiumpodcasts.podium_llm_actions.jsonl,0,4,yes,success,good,identical,3
